business_id,name,categories,avg_stars
HPLB1Tr8ZB5UkD-2umKPdA,Fat Choy,"Asian Fusion, Chinese, American (New), Restaurants",4.0
lkJOUKrZwme0SmLakU5h_A,Chi Town Dogs,"Restaurants, Hot Dogs",3.5
HmeRzfULqmvcx_3TRe_tBw,Cevicheria El Diamante,"Seafood, Restaurants, Mexican",4.0
Kbnet8BjbZpXoR_q7JLZPA,Bripolis Cafe,"Cafes, Chicken Wings, Restaurants, Salad, Sandwiches",4.0
f5AenP5rsrnLo9tKtenIew,Cheng's Express,"Chinese, Restaurants",2.5
zazLy5wo73tr5y9Oxjx36g,Violas Tavern,"Nightlife, Bars, Sports Bars, Active Life, Restaurants, American (New)",3.5
xEH00X_VoRepWKXQrragmw,MOzen Bistro,"Japanese, Restaurants, Asian Fusion, Sushi Bars, Breakfast & Brunch",4.0
DFrNSuSMr6sHLvtpj0v7qA,Kau Kau Kitchen,"Barbeque, Local Flavor, Restaurants, Hawaiian",4.0
tA5mqEP68qjbTFK9c14D7A,Pot Tea Social House,"Seafood, Coffee & Tea, Food, Asian Fusion, Taiwanese, Restaurants",4.0
ml9WFLPNAIryG6zQnd9qBA,Philly Cheesesteak Factory,"Restaurants, Cheesesteaks",4.0
sPd9YmvS6eSWzTvqowcBXA,Tropical Smoothie Cafe,"Juice Bars & Smoothies, Restaurants, Food, Sandwiches, Breakfast & Brunch",3.5
W4hWYHAE_MBqYoY1ZJx8fw,Memo Lounge and Restaurant,"Music Venues, Cocktail Bars, Restaurants, Nightlife, Lounges, Hookah Bars, Ethiopian, Bars, Arts & Entertainment",2.5
VpFUraD3fuFY9qCcvgMntA,Roma Pizza,"Food, Restaurants, Pizza",4.0
lF3klLu44Jaq3UqO9a50Pg,Mariscos El Puerto,"Food, Restaurants, Specialty Food, Seafood Markets, Seafood, Mexican",4.5
hYX0z2C6Th5XmcrKOP31fQ,Double Helix Wine & Whiskey Lounge,"Cocktail Bars, Bars, American (New), Restaurants, Tapas/Small Plates, Whiskey Bars, Nightlife, Wine Bars, Tapas Bars, Lounges",4.0
SFaCcwpIKjrpnT1IjzEDdg,Jerusalem Mediterranean Chef's Table,"Mediterranean, Kosher, Restaurants, Tapas Bars, Halal",4.0
p3r4Urvv_ztuHuHB9FnQdw,Nhu Lan,"Vietnamese, Restaurants",3.0
yUBCkEWsN8c-mMteKx3ehA,Subway,"Sandwiches, Restaurants, Fast Food",1.5
d_N_4ZwgzQjI-J0iEfM5CQ,Pan Asian express,"Food, Specialty Food, Ethnic Food, Imported Food, Asian Fusion, Pan Asian, Restaurants",1.5
TspQ9jCczz436RiJHJQYZw,Fresh Kabob,"Mediterranean, Restaurants",4.0
qABb9Wzdn51VcNHdp_Qhpg,Tintoretto Restaurant and Bakery,"Bagels, Bakeries, Restaurants, Food, Italian, Gelato",3.0
KDdu9HDswaJYExaGDuzRjQ,Vegeway,"Fast Food, Burgers, Vegan, Restaurants",3.5
aYyj9OdH059CoEXadmldXA,Bonsai Japanese Steak & Sushi,"Teppanyaki, Sushi Bars, Restaurants, Japanese, Steakhouses",4.0
cKXMA7AoyvrFKaZzNOp0nA,Tuscany Gardens,"Breakfast & Brunch, Italian, Desserts, Food, Restaurants",4.0
Gaq3S9lmjXVcuDCZ8ulppw,Oyshi Sushi,"American (New), Restaurants, Sushi Bars",3.5
hiydLAE7gWotTslBJYENrg,Kaba Curry,"Hawaiian, Japanese, Restaurants, Asian Fusion",4.0
y-O3h7CV6X6P5ey1ZFcQwA,Murdock Meals,"Food, Food Delivery Services, Health & Medical, Weight Loss Centers, American (New), Desserts, Home Services, Health Markets, Specialty Food, Restaurants",5.0
SfP326rcU5sjwGx_dQP2RQ,Shan Dong Chinese Restaurant,"Restaurants, Chinese",3.5
DYAorbxOyubUB_wtQRCdug,MadHouse Coffee,"Coffee & Tea, Food, Bakeries, Restaurants, Sandwiches, American (New)",4.0
KuZJcLIe3r0zO0x5TlmsKw,Robertos Taco Shop,"Mexican, Restaurants",3.0
9wxxjUKdaiWeK0fGxSYhzQ,Raffles Cafe,"Restaurants, Cafes, American (Traditional), Diners",3.0
Z6bIu9gOxDbr8DjrbxIn1g,Hyakumi Japanese Restaurant & Sushi Bar,"Steakhouses, Japanese, Restaurants, Chinese, Italian",3.0
S1Gpj_cqlEzitBCGAXj5aA,Gandhi India's Cuisine,"Indian, Vegetarian, Vegan, Pakistani, Restaurants",3.5
YD0hmHv_DaREDENhTb2Pnw,La Cantine,"Sandwiches, Restaurants, Food, Bakeries, Mexican, Cafes",5.0
DNSDAtD6uxQkoZkQe2v4ew,Curry Leaf Flavors of India,"Bars, Nightlife, Indian, Desserts, Food, Restaurants, Beer, Wine & Spirits, Vegetarian, Vegan",4.5
e5Qw3r7mkwPLcdDzZzTeew,Lahaina Grill,"Hawaiian, Bars, Sports Bars, Nightlife, Sushi Bars, Restaurants",3.5
g9IeZKQl0TamGI8772vYAQ,Jimmy John's,"Delis, Sandwiches, Food, Food Delivery Services, Fast Food, Restaurants",3.0
OtSbxxD-WNzlNQlDGpXFSA,IKEA,"Kitchen & Bath, Home & Garden, Restaurants, Home Decor, Furniture Stores, Scandinavian, Shopping, Baby Gear & Furniture",3.5
jfmyj519pg2flxGEQ2xdPg,Joyful House Chinese Cuisine,"Cantonese, Seafood, Chinese, Restaurants",3.5
SzBpr6or7BQcjc-e3ARLjw,Greens and Proteins,"Breakfast & Brunch, Restaurants, Sandwiches",4.0
6bYgKI5JaQmS2xDoofS6cQ,USS Fish N Chips,"Restaurants, Chinese, Fish & Chips, Korean",4.0
eV-5b1Bjtnn-QePN3t3taQ,Stir Krazy Mongolian Grill,"Mongolian, Chinese, Restaurants, Asian Fusion",4.0
oSDZ60KdSkMDQNaHGqvQBA,Meallionaire Meal Prep,"Caterers, Vegan, Event Planning & Services, Restaurants, Vegetarian, Nutritionists, Food, Food Delivery Services, Health & Medical, Specialty Food",5.0
VR8QvH2g-jEG5EfMzA_G9w,Nine Fine Irishmen,"Irish, Arts & Entertainment, Bars, Pubs, Music Venues, Nightlife, Active Life, Restaurants",4.0
DA-ddRqcReCe_DcXKicvsQ,Arata Sushi & Bowl,"Seafood, Japanese, Sushi Bars, Restaurants",4.0
ru35Z92NtGynsmw0iZDarQ,Tony's Mexican Food,"Mexican, Restaurants",3.5
-YCd2_DdJUeZx3RRcmIZ_g,Taco Bell,"Tex-Mex, Mexican, Restaurants, Fast Food",2.5
AhkHsa9xM7-Fxz9sxKra2Q,Pink Box,"Food, Donuts, Restaurants",3.5
k-3nsmnnq4cnUutgOVEjaQ,Pizzarelli,"Cheesesteaks, Pizza, Restaurants, Chicken Wings",3.0
Y14TOXSN40oWw7d5mPEkNA,World of Feng Shui,"Feng Shui, Shopping, Professional Services, Home & Garden, Restaurants, Home Decor",5.0
95ASq_FH5hLT1bA3fdISqw,Burger King,"Restaurants, Fast Food, Burgers",2.0
vOMDU31gdylrzBhAKC9QbA,Sushi Hiroyoshi Japanese Cuisine,"Japanese, Restaurants, Seafood, Sushi Bars",4.5
z85R3JrM5xkudu2SZxObPQ,La Taqueria,"Restaurants, Mexican, Fast Food",3.5
ySHeT6Y6HuCxYoe27swKrw,Shaanxi Gourmet,"American (New), Restaurants, Chinese",3.5
tNq5iUjDNkDmbp7WV2pUkA,Bonsai Sushi Burrito,"Restaurants, Sushi Bars, Fast Food, Japanese",3.5
xl5_NW2JBleYameeEIocFQ,Angelina's Pizzeria,"Restaurants, Pizza",2.5
nS6QENxe6YODNrQ45bpC-A,Cafe Verdi,"Halal, Pizza, Restaurants, Mediterranean, Italian",3.0
ZW5ReCY3B9_TekUYWhr7HA,Kaba Curry,"Hawaiian, Asian Fusion, Restaurants, Japanese",4.0
eJECvXFIUnfcDE6PzKS2Yw,McDonald's,"Restaurants, Food, Fast Food, Burgers, Coffee & Tea",1.5
ubt9YKL8nT-1WMu2QLxuNg,Rice Trax Teriyaki Grill,"Japanese, Hawaiian, Restaurants",4.5
IMLrj2klosTFvPRLv56cng,Honey Salt,"Restaurants, American (New), Cafes",4.0
uWECX6-Uq9n8v5ipk9R29A,Lola's A Louisana Kitchen,"Restaurants, Cajun/Creole",4.0
Yq7u6XXyDITG7I6yKAXU0g,Capriotti's,"Delis, Sandwiches, Restaurants",3.5
NjMC1bh3xZbqBmihsbH-nw,PT's Gold,"American (Traditional), Restaurants, Nightlife, Breakfast & Brunch, Bars, Pubs, Pizza",3.0
Qor28v4BlhSwtN8DSvah9g,Pepe's Tacos,"Mexican, Restaurants",3.0
k2b3niokS_tosjah_rzCPw,Metro Pizza,"Restaurants, Pizza",3.5
hDyc9DdjGldhxis5E1rd3w,POKE POKU  Hawaiian Poke bar,"Poke, Restaurants, Food, Salad, Hawaiian",4.5
qIRqFlmvHDRe7kWBAsuVnQ,YuXiang Korean Chinese Cuisine,"Asian Fusion, Chinese, Restaurants, Noodles, Korean",4.5
W-bfM3k64ZwUeBeKnpeSpA,Hot Tofu,"Food Court, Restaurants, Korean",3.0
8S0WItfiVK24ys48FhcSsg,La Hacienda Restaurant,"Mexican, Restaurants",4.0
005XmZKuJZuNbl5tGXc5SA,Tony Roma's,"American (Traditional), Restaurants, Steakhouses, Seafood",3.0
_t7g5RusswFMlAe01aoj4Q,Seoul Korean Bar B Q Restaurant,"Korean, Restaurants",1.5
bfmz_fm-9yvcAU29k9CD2g,Crepe Shack,"Specialty Food, Coffee & Tea, Food, Restaurants, Desserts, Creperies",4.5
NwDFnh0-H1wMn4vGVJGApA,Axum Ethiopian,"Restaurants, Ethiopian",4.0
bw4X3r0UKGHdhDjawLZp5g,Wingin' It,"Restaurants, Chicken Wings",4.0
k9b96JXlNewj36ddrce9Jw,Garden Grill,"Vegetarian, Farmers Market, Mexican, Tacos, Vegan, Restaurants, Street Vendors, Food",5.0
FB4qtiB4--kt_PqPSowJTA,BF Sushi,"Sushi Bars, Japanese, Restaurants",4.5
KwMdV9OLQ8EVs0KaeB5Krg,Las Gorditas Los Pinguinos,"Mexican, Restaurants",3.5
PK0pjMIgWXg_xHJT4axz0A,Taters n' Salads,"Restaurants, American (Traditional)",4.0
nGqCSg5ei7wYwaKFBN-8FA,Wok Vegas Asian BBQ,"Barbeque, Restaurants",2.5
oDcTa97TuRsNVg8urdw6qA,Papa John's Pizza,"Restaurants, Pizza",2.0
qsJkjQoM3Hdg6Gtqp2S9_w,Archi's Thai Cafe,"Thai, Restaurants",3.5
F_Oz3d3m3E_8EYO4JVpULA,The Grand Ballroom at Rhythm Kitchen,"Buffets, Restaurants, Cajun/Creole, Southern",3.5
2aPbaa0FFbN9AdPtxHqbVg,Tables Board Game Spot,"Shopping, Arts & Entertainment, Arcades, Tabletop Games, Restaurants, Cafes, Social Clubs",5.0
wTDsirjG5uWh9go8RLvJcQ,Robert Irvine's Public House,"Nightlife, Gastropubs, Pubs, American (New), Restaurants, Bars",3.5
UidEFF1WpnU4duev4fjPlQ,Therapy,"Gastropubs, American (Traditional), American (New), Restaurants, Bars, Beer, Wine & Spirits, Nightlife, Food, Burgers, Tapas/Small Plates",4.0
8_hy-FrbC9zcakjKH_yaXA,Bomb Tacos,"Tacos, Mexican, Restaurants",4.5
Nsi49BE_XsjJ0oOXwhH8hA,China Star Buffet,"Restaurants, Chinese",2.0
kRgAf6j2y1eR0wOFdzFAuw,Firefly,"Tapas/Small Plates, Restaurants, Tapas Bars, Spanish",4.5
6bVEM9jD-mpU4WNXcJ9tHA,New York Pizza Ribs & Wings,"Italian, Pizza, Event Planning & Services, Food Delivery Services, Food, Restaurants, Caterers, Barbeque, Chicken Wings",4.0
Tz01tl2VlnliktL-Hhc73Q,Myxx Hookah Lounge,"Bars, Nightlife, Restaurants, Hookah Bars, Dance Clubs, Mediterranean",3.0
6LkNSA3b3dufG5_dKfEQdQ,Southern Kitchen,"Sandwiches, Southern, Event Planning & Services, Food, Food Trucks, Caterers, Restaurants",5.0
oGWPnueWsvzQ47tAQvWHUQ,Tacos Los Parados,"Food, Restaurants, Street Vendors, Tacos, Mexican",5.0
UKmVnT8q0aIlhPEyMFk5fA,Subway,"Sandwiches, Fast Food, Restaurants",2.5
uyTmKmwtGf-vZ5nYZXWimQ,Arata Sushi,"Japanese, Sushi Bars, Restaurants",3.0
RC4oyPNX3FVTCfxsDeJI6A,Einstein Bros,"Delis, Restaurants, Bagels, Food",3.0
R_z9LFtqbBB9pANO530w9w,Bruno's Taco Bar,"Restaurants, Tacos, Beer, Wine & Spirits, Coffee & Tea, Mexican, Food",4.5
dP1_wP59hvVDWNzFFS_6YQ,Subway,"Sandwiches, Fast Food, Restaurants",2.0
6yynJxXqG8x9k9wrSvLAEw,Tahiti Joe's,"American (Traditional), Restaurants, Hawaiian",2.5
0eJG77JOkyMIBhc4Xbuqfw,A Thyme For All Seasons,"Restaurants, Cafes, Event Planning & Services, Caterers",4.0
6fKmO2gzGQhzM791H6b4mQ,Domino's Pizza,"Restaurants, Pizza, Sandwiches, Chicken Wings",2.0
Uw4z3M7H4buYtTGBrzFCSg,McDonald's,"Fast Food, Restaurants, Coffee & Tea, Burgers, Food",1.0
M4vh_kzppP1nsxo7hsaVIA,Golden Nugget Buffet,"Restaurants, Buffets",2.5
U73q64yVTVTKM0RgF8pIag,Benny's Smokin BBQ and Brews,"Barbeque, Beer, Wine & Spirits, Nightlife, Food, Restaurants, Bars, American (New)",3.5
KN-JL6uWCfDubCztgZ6zdw,Zydeco Po-Boys,"Sandwiches, Restaurants, Cajun/Creole, Vegan, Soul Food",4.5
1qTx9z8RMz7RIYKAfnpZ0A,Lillie's Asian Cuisine,"Casinos, Hotels & Travel, Hotels, Event Planning & Services, Arts & Entertainment, Chinese, Restaurants",3.5
32u4chtkG4fIa52396iOhw,Papa John's Pizza,"Pizza, Restaurants",2.0
BEplfZTUzYwApjMUaOA12w,Canonita,"Restaurants, Tacos, Mexican, Tex-Mex",4.0
w-ADkvhj2reSoONd_UXa4g,DJ Hollywood's Pizza & Gyros,"Restaurants, Pizza, Greek",3.5
SnMUTGhY2nW2Ldb0QJAjAg,The SLS Buffet,"Japanese, American (New), Buffets, Restaurants, Mediterranean",3.5
mGCOI83lIiDfc4cEOtmZlQ,Pan Asian Express,"Restaurants, Pan Asian, Chinese",2.5
Zf79K5QvjpT26M9OMt55sw,Festival Buffet,"Buffets, Restaurants",2.5
E6VoYfE4YDQueOHYpdyQaQ,Empire Bagels,"Breakfast & Brunch, Delis, Food, Bagels, Restaurants",3.0
o0OZwd1boPVWsmu6G4YL5g,Marie Callendars,"Restaurants, Sandwiches, American (New), Breakfast & Brunch",3.5
phTLTkqSvylLkmz5wAwhTw,Golden China,"Noodles, Chinese, Restaurants, Soup",3.5
A6kXV4LPZsPjqWyGU-h_zw,KFC,"Chicken Wings, Restaurants, Fast Food, Chicken Shop",1.5
zFzuJf6G8l1YWjqcmu_PgA,Salvatore's,"Latin American, Italian, Restaurants, Salvadoran",3.5
a2OCO4yHDEifuKzjor_yRQ,PT's,"American (New), Pizza, Nightlife, Bars, Restaurants, Pubs, Breakfast & Brunch, Sports Bars",3.0
etzDsNjkCyQBoJcU2a3U-g,Denny's,"Breakfast & Brunch, American (Traditional), Diners, Restaurants",3.5
0AZCpDQpbi83NHh9uEpggQ,Ihop,"Fast Food, Breakfast & Brunch, Restaurants",2.0
JsAR0hNX-5zA-CMsYW4NLQ,Courtyard Deli,"Italian, Sandwiches, Restaurants, Caterers, Delis, Event Planning & Services",4.5
FS0SA_ysgXsQEe6aCaIrKQ,Ojax Mediterranean,"Mediterranean, Restaurants",4.5
lokPfoken16iTeAJ2PAwmQ,Feast Buffet,"Buffets, Food, Restaurants",2.5
nwr-HNLERXNh31LQp6fN-A,Buster's Dawg House,"Food Trucks, Hot Dogs, Restaurants, Food Stands, Food, Street Vendors",4.5
d4bMBIhBELF_bhkT-Sig3Q,Timbers - Cheyenne,"Nightlife, Bars, Breakfast & Brunch, American (Traditional), Restaurants",3.5
EX8EyU43VF7DwS7jKEnjvg,Wendy's,"Restaurants, Fast Food, Burgers",2.0
pwdZMC9Q2QH2uNbUj3NDeA,Shinya Maru Ramen & Izakaya,"Restaurants, Izakaya, Japanese, Ramen",4.0
arkgHRBReRqIPUP1vuPz4g,Viva Las Arepas,"Gluten-Free, Restaurants, Latin American, Venezuelan, Sandwiches",4.5
EWmYNndtI9G0c2lI58vQWA,Phoenix,"Chinese, Restaurants",4.5
2hyciWHsqnbqdEkUvO3KuQ,Little Crown & Anchor Pub,"Pubs, Restaurants, British, Nightlife, Bars",3.5
MOd-00nJo6xwg-cZT-RBTQ,Forte Family Practice,"Doctors, Health & Medical, Family Practice, Tapas/Small Plates, Restaurants",2.0
ePVVYZlBCOyPqK_XYnfJWg,El Pollo Loco,"Mexican, Fast Food, Restaurants",2.5
pNVRNptxW2u_WhQ0Fs-g9A,8th Ave Pizza,"Pizza, Restaurants",3.0
ohz8ljVxcZMo2bMGrBZfgw,Origin India Las Vegas,"Pakistani, Salad, Vegetarian, Restaurants, Indian, Nightlife, Kosher, Bars",3.5
zVpoYRSywKJdDQCFaACy1A,Tiger Sushi,"Restaurants, Sushi Bars, Japanese",3.5
7dHYudt6OOIjiaxkSvv3lQ,In-N-Out Burger,"Restaurants, Fast Food, Burgers",4.0
T9XOUa2dX4conDOqjUtmhA,Sicily's Pizza II,"Pizza, Restaurants, Italian",1.5
Bo6JrUUD7aIyjhmaz9M9kw,Koolthai Restaurant,"Restaurants, Asian Fusion, Thai, Vegetarian",3.5
mz1zD5_eqyCQNuzAqB_iKg,Pancho's Kitchen,"Mexican, Restaurants, Vegan, Breakfast & Brunch",4.5
P7pxQFqr7yBKMMI2J51udw,Holsteins Shakes & Buns,"American (Traditional), Restaurants, Burgers, Bars, Nightlife, American (New)",4.0
Vv3jTDk4epPDr0oBTMZ4dQ,Fuji Japanese Restaurant,"Japanese, Steakhouses, Restaurants",4.0
-N_agk8RUHvHk3GVDsyunQ,Hitchin Post Saloon & Steakhouse,"Lounges, Venues & Event Spaces, Bars, Restaurants, Nightlife, Event Planning & Services, Breakfast & Brunch, Steakhouses",4.0
lYsq47uDzdjYUGtyUq8aaQ,Mundo Restaurant,"Spanish, Latin American, Mexican, Restaurants",4.0
5xdKUuu4DbJ71KGbwRXfFg,Ramen KoBo,"Ramen, Restaurants, Noodles, Japanese",4.0
ZAuAwz1ijuydn5yL3q3rzA,Japanese Curry Zen,"Restaurants, Japanese",4.5
khXRwuslAgvZ8PkqCgiBKw,Gianna's Pizza,"Pizza, Salad, Delis, Restaurants",4.0
0xzmIBsJQc5eUNLucFrZ0Q,Stratta,"American (New), Restaurants, Italian",3.5
RQu_Bv7EFf5NKMnh_3E7Ag,Sedona Lounge,"Restaurants, American (New)",3.5
zp-K5s3pGTWuuaVBWo6WZA,HoneyBaked Ham,"Meat Shops, Food, Caterers, Specialty Food, Cafes, Restaurants, Sandwiches, Delis, Event Planning & Services",4.0
pvLUYFU0zF7ADbK0sPkslg,Arby's,"Sandwiches, Restaurants, Fast Food",3.0
Zrtozs1rdJREGNxFRTcV3Q,Quickee Burgers,"Food, Chicken Wings, Burgers, Restaurants, Fast Food, Juice Bars & Smoothies, American (New)",2.5
0keht9nVTliinChbGWWkkg,Tapas by Alex Stratta,"Tapas Bars, Basque, Bars, Restaurants, Nightlife, Tapas/Small Plates",3.0
qEg0K_45TBlzHMOR9GC4Pg,Ciao Ciao Pizza,"Pizza, Restaurants",4.0
0N53m33GANYeHHl-s22d4Q,Port of Subs,"Sandwiches, Event Planning & Services, Caterers, Restaurants, Delis",4.0
ZYocFoV0HhWzS_U7R7svqQ,Sonic Drive-In,"Fast Food, Restaurants",3.0
EAwh1OmG6t6p3nRaZOW_AA,"Ellis Island Hotel, Casino & Brewery","Barbeque, Bars, Pubs, American (Traditional), Food, Restaurants, Casinos, Breweries, Nightlife, Arts & Entertainment, Karaoke",4.0
VlnOGlkwsWaWqyzDxvMMMA,Flavor Flav's House of Flavor,"American (New), Restaurants",2.5
hs1SejlpCnNzVwpY2enGCg,Fortunes,"Food, Restaurants, Hotels, Event Planning & Services, Hotels & Travel, Chinese",3.5
hvqcMFMiCiuW_O2aQM7x5w,Ambrosia Café,"Restaurants, Mediterranean",3.5
BCAw9a_kyx2RddRH9tMmKQ,Mr. Lucky's 24-7,"Diners, Restaurants, American (Traditional)",3.5
5ZyF-uAb4RVN05THprS3IQ,Tropical Smoothie Cafe,"Fast Food, Restaurants, Food, Juice Bars & Smoothies",3.0
GP7_e6cbOd17ASWcJ0_FSQ,Assa Karaoke,"Karaoke, Restaurants, Nightlife, Korean, Food",5.0
GCen6oV-_6PfMP_uKN-dZw,Pizzeria Enzo Restaurant,"Italian, Pizza, Restaurants",4.0
8vrzErpjzhDabTWX1ZfOGA,El Picante,"Restaurants, Mexican",4.0
O9J0XoJR16wWbSZpXs9Uwg,Tverskaya Russian Restaurant,"Modern European, Restaurants, Russian",4.0
698nukvxe7mq2Fra5vDikQ,Rise & Shine a Steak & Egg Place,"American (Traditional), Restaurants, Breakfast & Brunch, Bagels, American (New), Sandwiches, Food",4.0
pzIcN449xQWWyPWsmj10OA,Durango Lodge,"Bars, American (Traditional), Restaurants, Sports Bars, Nightlife, Dive Bars",3.0
GRWIABHedj1m8DDoAuTIMg,Centerfolds Cabaret LV,"Bars, Restaurants, Cabaret, Arts & Entertainment, Adult Entertainment, Nightlife, American (Traditional), Strip Clubs",3.5
TtqvXhjmXXd0nhibRAbpRg,Nozomi Sushi,"Bars, Buffets, Restaurants, Japanese, Sushi Bars, Seafood, Nightlife",4.0
laSyDWzuKb1wo1XWFEUsWQ,Goodfellas Bar & Restaurant,"Restaurants, Bars, Italian, Nightlife",2.5
xpCBsOqICPNtcR07qOL0bw,Carl's Jr Restaurants,"Burgers, Restaurants, Fast Food",2.5
E35tgfjzj5P5PV_w7Kgu8w,Wildburger,"American (New), Bars, Burgers, Restaurants, Nightlife",4.0
w7xofWhjSbWB5sEdkDFdZg,Project BBQ,"Barbeque, Mexican, Food, Restaurants, Food Trucks, Tacos",3.5
r1e5Ot6_jGFyV2N_dn8JDQ,El Tricolor Bakery,"Latin American, Specialty Food, Imported Food, Ethnic Food, Mexican, Bakeries, Restaurants, Salvadoran, Food",4.5
HojKatUfX4UHWaPqtl63NQ,Rivea,"Italian, French, Mediterranean, Restaurants",4.0
By7P2EBBvhqoSDj8PnQa8g,D.O.C.G. Enoteca,"Restaurants, Italian",3.5
L1-1P3acJc4gEFvWwjXcNQ,Meráki Greek Grill,"Restaurants, Greek, Mediterranean",5.0
p5rpYtxS5xPQjt3MXYVEwA,Greens and Proteins,"Pizza, American (New), American (Traditional), Restaurants, Breakfast & Brunch, Cafes, Sandwiches, Vegan, Vegetarian, Burgers, Juice Bars & Smoothies, Food",4.0
uX9ZVa3k3-6Xf8mAU6aOiQ,Toto's Mexican,"Restaurants, Mexican",3.0
sfzX4Ndds39mhS-Chr2lJw,Don Antonio's Pizzeria,"Italian, Restaurants, Pizza",3.5
dZq0qLyk67fZkBiedjjMMw,El Manantial Restaurant,"Restaurants, Mexican",4.0
ydUk0peVAOgiYq1l3U5SaQ,Salvadoreno Restaurant,"Breakfast & Brunch, Soup, Latin American, Restaurants",4.0
W3glSnEBN3--cPX-2aQkvg,Johnny McGuire's Deli,"Sandwiches, Delis, Restaurants",3.5
8J4oT58-Nc-q1bpF9CRTpw,Applebee's Grill + Bar,"Sandwiches, Nightlife, American (Traditional), Burgers, Sports Bars, Bars, Restaurants, Fast Food, Steakhouses, Chicken Wings, Salad",3.0
kRRtnGLDTTfKyeuwjh8Blg,Subway,"Sandwiches, Fast Food, Restaurants",2.5
zLdqJBlLgGN-EI_TzUXWNQ,Lin Buffet,"Chinese, Buffets, Restaurants",1.0
t39GXLz1mLsHbmZm9XtsKQ,Brasa Roja,"Seafood, Food, Colombian, Empanadas, Latin American, Juice Bars & Smoothies, Restaurants",4.5
gFjHMjQXn5pbObxJupiuPA,Bar Charlie,"Restaurants, Japanese",5.0
WXSsJIO_uGGSxS9qC8x1gQ,The Protein Source,"American (New), Juice Bars & Smoothies, Fast Food, Restaurants, Vegetarian, Food",4.0
1JgaRBX0oiRsvEhHF3ZMjw,Upper Crust Pizza,"Restaurants, Pizza, Italian",4.0
OmgxgqtB7L4UEUXNi5X3Qw,King of Wings,"Desserts, Hot Dogs, Chicken Wings, Food, Restaurants",4.0
rioQ_p2pILNbJ4Xp5jW6-Q,Downtown Container Park,"Arts & Entertainment, Active Life, Food, Restaurants, Amusement Parks, Shopping, Shopping Centers",4.0
ugf6qjoG5h6VXR5-vpq0Qw,Firefly,"Food, Restaurants, Beer, Wine & Spirits, Tapas Bars, Spanish, Tapas/Small Plates",4.0
agzQqNikDIfbESdH5_dg2g,Brewery Bar & Grill,"Bars, American (Traditional), Restaurants, Nightlife",3.5
Nu0GjN3HeFomQ5ArsJacKQ,Djs Taco Bar and Grill Neonopolise,"Mexican, Restaurants",3.5
bjqwzEr9fU1keOcJFOZqWA,Chinese New Year Celebration,"Performing Arts, Food Stands, Festivals, Arts & Entertainment, Food, Street Vendors, Restaurants, Local Flavor",4.0
poYsvuOmVDqF4dTnjJ780A,Tiabi Coffee & Waffle,"Comfort Food, Cafes, Internet Cafes, Breakfast & Brunch, Food, Bakeries, Desserts, Local Flavor, Restaurants, Juice Bars & Smoothies, Coffee & Tea",4.5
hxBuRtfp1Te_dyyio4UdkA,Maribel's Mexican Food,"Restaurants, American (New), Sports Bars, Mexican, Nightlife, Bars",4.0
-UtYWvCnUppcSaC_u1pTYQ,Kopper Keg Restaurant & Lounge,"Restaurants, American (Traditional)",4.0
aBji25npHv54Y5WJiBXX_w,Cilantros Taco Grill,"Mexican, Fast Food, Restaurants",2.5
bEJzJq-aeuXYDThZnF0Mgw,Taco Bell,"Mexican, Fast Food, Tex-Mex, Restaurants",3.0
3rkxTx8DoZSl7_FryhXCVQ,Jugoo Chinese Restaurant,"Restaurants, Chinese",3.5
O3OH5IEFMPtz7mPKakPZ3Q,Japaneiro,"Restaurants, Japanese, Asian Fusion, Seafood, French, Tapas Bars",4.5
uWIrZQx2BxKznWPjxWGRNg,Pt's Gold,"Sports Bars, American (New), Nightlife, American (Traditional), Pubs, Restaurants, Bars",3.0
BwuyBsShSQwO3_-SvW6fRA,Kabob Grill,"Persian/Iranian, Restaurants, Middle Eastern, Mediterranean, Greek",4.0
1vRSIAJ5rlnSabNLMiOXeA,Carl's Jr.,"Fast Food, Restaurants, Burgers",1.5
xB7bsOpJbnK9nHEZw1ARDg,Napoli Pizzeria,"Restaurants, Sandwiches, Pizza, Chicken Wings",3.0
YIbsxjyP2jNzoH9RlxaSYA,Star Mexican Grill,"Restaurants, Mexican",3.5
Ziqzfvpp2cpZAu0OwjiD5w,Hamada's Asiana,"Japanese, Restaurants",1.5
oh-aOlWk7zIPFmxmFMoRdg,Carl's Jr,"Fast Food, Restaurants",2.5
JcFyuyo0Rt6gDiVZ9yJ3VQ,Krayvings,"Restaurants, Breakfast & Brunch, Food, Juice Bars & Smoothies, Sandwiches, American (New)",4.0
0HG02r8ri7GEFwuwmdHCyg,KFC,"Chicken Wings, Chicken Shop, Food, Fast Food, Restaurants",2.0
tSbs8i_9Hlaommupjgn63Q,Panda Express,"Restaurants, Chinese, Fast Food",3.0
gtWaCpu7mgRR-839S9oGBQ,Laziza Hookah Lounge & Restaurant,"Mediterranean, Restaurants, Nightlife, Bars, Hookah Bars",3.0
NQhPS0MUKJgBUB6PTLlmzA,Pho Bosa,"Restaurants, Soup, Vietnamese",4.0
5k8kyvvReTf1RMq4jpayQg,Cafe Luhena,"Restaurants, Breakfast & Brunch, Cafes, Ethiopian, African",5.0
BmyRJmbVm4jGlkXg4ncLJQ,Fiesta Chips & Salsa,"Mexican, Restaurants",3.0
